Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,1/27/2020 9:00,1423,76.0,45.0
Guangdong,Mainland China,1/27/2020 9:00,151,,3.0
Zhejiang,Mainland China,1/27/2020 9:00,128,,1.0
Henan,Mainland China,1/27/2020 9:00,128,,
Chongqing,Mainland China,1/27/2020 9:00,110,1.0,
Hunan,Mainland China,1/27/2020 9:00,100,,
Shandong,Mainland China,1/27/2020 9:00,75,,
Beijing,Mainland China,1/27/2020 9:00,72,,2.0
Anhui,Mainland China,1/27/2020 9:00,70,,
Sichuan,Mainland China,1/27/2020 9:00,69,,
Fujian,Mainland China,1/27/2020 9:00,56,,
Shanghai,Mainland China,1/27/2020 9:00,53,1.0,3.0
Jiangxi,Mainland China,1/27/2020 9:00,48,,1.0
Jiangsu,Mainland China,1/27/2020 9:00,47,,1.0
Guangxi,Mainland China,1/27/2020 9:00,46,,
Shaanxi,Mainland China,1/27/2020 9:00,35,,
Hainan,Mainland China,1/27/2020 9:00,33,1.0,
Liaoning,Mainland China,1/27/2020 9:00,27,,
Yunnan,Mainland China,1/27/2020 9:00,26,,
Tianjin,Mainland China,1/27/2020 9:00,22,,
Heilongjiang,Mainland China,1/27/2020 9:00,21,1.0,
Hebei,Mainland China,1/27/2020 9:00,18,1.0,
Gansu,Mainland China,1/27/2020 9:00,14,,
Shanxi,Mainland China,1/27/2020 9:00,13,,
Inner Mongolia,Mainland China,1/27/2020 9:00,11,,
Hong Kong,Hong Kong,1/27/2020 9:00,8,,
Guizhou,Mainland China,1/27/2020 9:00,7,,
Ningxia,Mainland China,1/27/2020 9:00,7,,
Jilin,Mainland China,1/27/2020 9:00,6,,
Macau,Macau,1/27/2020 9:00,6,,
Taiwan,Taiwan,1/27/2020 9:00,5,,
Xinjiang,Mainland China,1/27/2020 9:00,5,,
Qinghai,Mainland China,1/27/2020 9:00,4,,
WA,US,1/27/2020 9:00,1,,
Illinois,US,1/27/2020 9:00,1,,
California,US,1/27/2020 9:00,2,,
Arizona,US,1/27/2020 9:00,1,,
,Japan,1/27/2020 9:00,4,,1.0
,Thailand,1/27/2020 9:00,8,,2.0
,South Korea,1/27/2020 9:00,4,,
,Singapore,1/27/2020 9:00,4,,
,Vietnam,1/27/2020 9:00,2,,
,France,1/27/2020 9:00,3,,
New South Wales,Australia,1/27/2020 9:00,4,,
Victoria,Australia,1/27/2020 9:00,1,,
,Nepal,1/27/2020 9:00,1,,
,Malaysia,1/27/2020 9:00,4,,
Ontario,Canada,1/27/2020 9:00,1,,
,Cambodia,1/27/2020 9:00,1,,
